,model_name,loss,r^2,mse,mae,true_values,pred_values,train_r^2,train_mse,train_mae,train_true_values,train_pred_values
104,15_O=C(O)[C@H]1C[C@@H](CF)C1_O=C(O)C1CCC1,0.019084498286247253,0.471,0.019,0.133,"[4.5, 4.119999885559082]","[4.596937656402588, 4.289623260498047]",0.979,0.125,0.28,"[4.789999961853027, 4.829999923706055, 3.509999990463257, 6.230000019073486, 6.059999942779541, 6.409999847412109, 7.440000057220459, 7.539999961853027, 7.75, 7.690000057220459, 8.829999923706055, 8.550000190734863, 8.979999542236328, 9.149999618530273, 9.520000457763672, 9.550000190734863, 9.670000076293945, 9.8100004196167, 9.600000381469727, 10.5, 11.270000457763672, 10.989999771118164, 3.8499999046325684, 3.5899999141693115, 4.179999828338623, 4.239999771118164, 4.389999866485596, 4.610000133514404, 4.380000114440918]","[4.299570560455322, 4.299570560455322, 3.328855276107788, 6.285996437072754, 6.587591171264648, 6.589840412139893, 7.542153358459473, 7.278363227844238, 7.831094741821289, 7.753126621246338, 8.776029586791992, 7.787684917449951, 8.35344409942627, 9.340396881103516, 9.695884704589844, 9.672161102294922, 9.47098159790039, 9.901473999023438, 10.321931838989258, 10.20079231262207, 10.69149398803711, 10.656238555908203, 3.600809097290039, 3.2679941654205322, 4.289765357971191, 4.331467628479004, 4.3916449546813965, 4.08743953704834, 4.564422130584717]"
105,16_O=C(O)C1CC1(F)F_O=C(O)C1CC1,0.02046414278447628,0.955,0.02,0.101,"[3.25, 4.599999904632568]","[3.4523069858551025, 4.600407123565674]",0.993,0.041,0.16,"[4.789999961853027, 4.829999923706055, 3.509999990463257, 6.230000019073486, 6.059999942779541, 6.409999847412109, 7.440000057220459, 7.539999961853027, 7.75, 7.690000057220459, 8.829999923706055, 8.550000190734863, 8.979999542236328, 9.149999618530273, 9.520000457763672, 9.550000190734863, 9.670000076293945, 9.8100004196167, 9.600000381469727, 10.5, 11.270000457763672, 10.989999771118164, 3.8499999046325684, 3.5899999141693115, 4.179999828338623, 4.239999771118164, 4.389999866485596, 4.610000133514404, 4.380000114440918]","[4.4907097816467285, 4.4907097816467285, 3.385664463043213, 6.289564609527588, 6.182315826416016, 6.204041004180908, 7.415947914123535, 7.521317481994629, 7.783266067504883, 7.702871799468994, 8.674102783203125, 8.264546394348145, 8.620879173278809, 9.332526206970215, 9.619571685791016, 9.575233459472656, 9.480871200561523, 9.974275588989258, 10.134631156921387, 10.397202491760254, 11.062517166137695, 11.033225059509277, 3.777764320373535, 3.31300950050354, 4.243380069732666, 4.301034927368164, 4.427269458770752, 4.3658342361450195, 4.66914176940918]"
106,17_O=C(O)C1CCC1(F)F_O=C(O)C1CCC1,0.009440116584300995,0.951,0.009,0.088,"[4.5, 3.619999885559082]","[4.629004001617432, 3.667309522628784]",0.986,0.085,0.236,"[4.789999961853027, 4.829999923706055, 3.509999990463257, 6.230000019073486, 6.059999942779541, 6.409999847412109, 7.440000057220459, 7.539999961853027, 7.75, 7.690000057220459, 8.829999923706055, 8.550000190734863, 8.979999542236328, 9.149999618530273, 9.520000457763672, 9.550000190734863, 9.670000076293945, 9.8100004196167, 9.600000381469727, 10.5, 11.270000457763672, 10.989999771118164, 3.8499999046325684, 3.5899999141693115, 4.179999828338623, 4.239999771118164, 4.389999866485596, 4.610000133514404, 4.380000114440918]","[4.370290756225586, 4.370290756225586, 3.416311740875244, 6.272240161895752, 6.592054843902588, 6.60899019241333, 7.621603488922119, 7.356354236602783, 7.851408958435059, 7.793516635894775, 8.723871231079102, 7.905786514282227, 8.47240924835205, 9.289039611816406, 9.698412895202637, 9.65661907196045, 9.503009796142578, 9.969067573547363, 10.137825965881348, 10.352724075317383, 10.92735481262207, 10.897911071777344, 3.612072229385376, 3.2890570163726807, 4.2683515548706055, 4.295411109924316, 4.411581039428711, 4.13640022277832, 4.593640327453613]"
107,18_O=C(O)C1CC(F)(F)C1_O=C(O)C1CCC1,0.010833770036697388,0.812,0.011,0.104,"[4.5, 4.019999980926514]","[4.612191200256348, 3.9247074127197266]",0.983,0.104,0.254,"[4.789999961853027, 4.829999923706055, 3.509999990463257, 6.230000019073486, 6.059999942779541, 6.409999847412109, 7.440000057220459, 7.539999961853027, 7.75, 7.690000057220459, 8.829999923706055, 8.550000190734863, 8.979999542236328, 9.149999618530273, 9.520000457763672, 9.550000190734863, 9.670000076293945, 9.8100004196167, 9.600000381469727, 10.5, 11.270000457763672, 10.989999771118164, 3.8499999046325684, 3.5899999141693115, 4.179999828338623, 4.239999771118164, 4.389999866485596, 4.610000133514404, 4.380000114440918]","[4.328208923339844, 4.328208923339844, 3.4142937660217285, 6.256683826446533, 6.648504734039307, 6.6591033935546875, 7.638315677642822, 7.327670097351074, 7.819267749786377, 7.751704216003418, 8.734197616577148, 7.879598140716553, 8.35332202911377, 9.305560111999512, 9.663614273071289, 9.624343872070312, 9.43692398071289, 9.917449951171875, 10.163119316101074, 10.319780349731445, 10.866374015808105, 10.832877159118652, 3.584312915802002, 3.303842544555664, 4.269887924194336, 4.303135395050049, 4.406367301940918, 4.026590347290039, 4.576788425445557]"
108,19_O=C(O)C1CCCC1(F)F_O=C(O)C1CCCC1,0.008550935424864292,0.96,0.009,0.087,"[3.759999990463257, 4.690000057220459]","[3.706148386001587, 4.570828437805176]",0.979,0.129,0.283,"[4.789999961853027, 4.829999923706055, 3.509999990463257, 6.230000019073486, 6.059999942779541, 6.409999847412109, 7.440000057220459, 7.539999961853027, 7.75, 7.690000057220459, 8.829999923706055, 8.550000190734863, 8.979999542236328, 9.149999618530273, 9.520000457763672, 9.550000190734863, 9.670000076293945, 9.8100004196167, 9.600000381469727, 10.5, 11.270000457763672, 10.989999771118164, 3.8499999046325684, 3.5899999141693115, 4.179999828338623, 4.239999771118164, 4.389999866485596, 4.610000133514404, 4.380000114440918]","[4.317253112792969, 4.317253112792969, 3.446315288543701, 6.291926383972168, 6.7398481369018555, 6.757308483123779, 7.823254108428955, 7.296835422515869, 7.827542304992676, 7.808220386505127, 8.830337524414062, 7.81195592880249, 8.314529418945312, 9.332542419433594, 9.698885917663574, 9.664429664611816, 9.455109596252441, 9.886290550231934, 10.200251579284668, 10.321466445922852, 10.777830123901367, 10.740849494934082, 3.5948896408081055, 3.3749959468841553, 4.23774528503418, 4.3155622482299805, 4.369786262512207, 3.9750068187713623, 4.686891555786133]"
109,20_O=C(O)C1CCC(F)(F)C1_O=C(O)C1CCCC1,0.12404803931713104,0.016,0.124,0.309,"[3.9800000190734863, 4.690000057220459]","[4.120338439941406, 4.2120866775512695]",0.911,0.543,0.559,"[4.789999961853027, 4.829999923706055, 3.509999990463257, 6.230000019073486, 6.059999942779541, 6.409999847412109, 7.440000057220459, 7.539999961853027, 7.75, 7.690000057220459, 8.829999923706055, 8.550000190734863, 8.979999542236328, 9.149999618530273, 9.520000457763672, 9.550000190734863, 9.670000076293945, 9.8100004196167, 9.600000381469727, 10.5, 11.270000457763672, 10.989999771118164, 3.8499999046325684, 3.5899999141693115, 4.179999828338623, 4.239999771118164, 4.389999866485596, 4.610000133514404, 4.380000114440918]","[4.099783420562744, 4.099783420562744, 3.798340320587158, 6.721615314483643, 7.568599700927734, 7.575467109680176, 8.010851860046387, 7.196483135223389, 8.625277519226074, 8.558980941772461, 9.134503364562988, 6.937234401702881, 8.328906059265137, 9.113029479980469, 9.437066078186035, 9.432138442993164, 9.308985710144043, 9.430656433105469, 10.141173362731934, 10.237394332885742, 9.666921615600586, 9.615185737609863, 3.874940872192383, 3.7920284271240234, 4.133581161499023, 4.183889865875244, 4.138710021972656, 3.9309258460998535, 4.282569885253906]"
110,21_O=C(O)C1CCCCC1(F)F_O=C(O)C1CCCCC1,0.034491024911403656,0.872,0.034,0.161,"[4.849999904632568, 3.809999942779541]","[4.59621524810791, 3.7423582077026367]",0.99,0.062,0.203,"[4.789999961853027, 4.829999923706055, 3.509999990463257, 6.230000019073486, 6.059999942779541, 6.409999847412109, 7.440000057220459, 7.539999961853027, 7.75, 7.690000057220459, 8.829999923706055, 8.550000190734863, 8.979999542236328, 9.149999618530273, 9.520000457763672, 9.550000190734863, 9.670000076293945, 9.8100004196167, 9.600000381469727, 10.5, 11.270000457763672, 10.989999771118164, 3.8499999046325684, 3.5899999141693115, 4.179999828338623, 4.239999771118164, 4.389999866485596, 4.610000133514404, 4.380000114440918]","[4.411526679992676, 4.411526679992676, 3.345395088195801, 6.274205207824707, 6.35713529586792, 6.377751350402832, 7.561495304107666, 7.409310817718506, 7.801953315734863, 7.70833683013916, 8.684050559997559, 8.059318542480469, 8.551324844360352, 9.331839561462402, 9.673951148986816, 9.617705345153809, 9.48902416229248, 9.976338386535645, 9.991144180297852, 10.336625099182129, 10.946884155273438, 10.924200057983398, 3.637077808380127, 3.2003955841064453, 4.243723392486572, 4.282595634460449, 4.411552429199219, 4.184359550476074, 4.690808296203613]"
111,23_O=C(O)C1CCCCCC1(F)F_O=C(O)C1CCCCCC1,0.39884641766548157,0.056,0.399,0.52,"[3.7799999713897705, 5.079999923706055]","[3.9407901763916016, 4.201456069946289]",0.91,0.549,0.563,"[4.789999961853027, 4.829999923706055, 3.509999990463257, 6.230000019073486, 6.059999942779541, 6.409999847412109, 7.440000057220459, 7.539999961853027, 7.75, 7.690000057220459, 8.829999923706055, 8.550000190734863, 8.979999542236328, 9.149999618530273, 9.520000457763672, 9.550000190734863, 9.670000076293945, 9.8100004196167, 9.600000381469727, 10.5, 11.270000457763672, 10.989999771118164, 3.8499999046325684, 3.5899999141693115, 4.179999828338623, 4.239999771118164, 4.389999866485596, 4.610000133514404, 4.380000114440918]","[4.089788913726807, 4.089788913726807, 3.800358295440674, 6.704572677612305, 7.554226398468018, 7.560848236083984, 8.004142761230469, 7.203462600708008, 8.660828590393066, 8.561298370361328, 9.123418807983398, 6.941070079803467, 8.333134651184082, 9.111307144165039, 9.4286527633667, 9.422709465026855, 9.291679382324219, 9.4417724609375, 10.148411750793457, 10.224924087524414, 9.638616561889648, 9.58730411529541, 3.8671746253967285, 3.7920920848846436, 4.128730773925781, 4.17169713973999, 4.132761478424072, 3.921330213546753, 4.270158290863037]"
112,24_O=C(O)C1CCCCC(F)(F)C1_O=C(O)C1CCCCCC1,0.3717654347419739,-0.517,0.372,0.448,"[4.090000152587891, 5.079999923706055]","[4.124155044555664, 4.2183942794799805]",0.923,0.468,0.514,"[4.789999961853027, 4.829999923706055, 3.509999990463257, 6.230000019073486, 6.059999942779541, 6.409999847412109, 7.440000057220459, 7.539999961853027, 7.75, 7.690000057220459, 8.829999923706055, 8.550000190734863, 8.979999542236328, 9.149999618530273, 9.520000457763672, 9.550000190734863, 9.670000076293945, 9.8100004196167, 9.600000381469727, 10.5, 11.270000457763672, 10.989999771118164, 3.8499999046325684, 3.5899999141693115, 4.179999828338623, 4.239999771118164, 4.389999866485596, 4.610000133514404, 4.380000114440918]","[4.091311931610107, 4.091311931610107, 3.7563681602478027, 6.6176066398620605, 7.469297885894775, 7.479715824127197, 8.037548065185547, 7.17921781539917, 8.422476768493652, 8.3002290725708, 9.137327194213867, 6.925873279571533, 8.29223918914795, 9.127963066101074, 9.548230171203613, 9.538551330566406, 9.370101928710938, 9.51136589050293, 10.297117233276367, 10.265544891357422, 9.861039161682129, 9.81305980682373, 3.8360700607299805, 3.7352542877197266, 4.123055458068848, 4.179936408996582, 4.134292125701904, 3.904585838317871, 4.302823543548584]"
113,25_O=C(O)C1CCCC(F)(F)CC1_O=C(O)C1CCCCCC1,0.1845110058784485,-0.424,0.185,0.345,"[4.360000133514404, 5.079999923706055]","[4.448060989379883, 4.478944778442383]",0.964,0.218,0.392,"[4.789999961853027, 4.829999923706055, 3.509999990463257, 6.230000019073486, 6.059999942779541, 6.409999847412109, 7.440000057220459, 7.539999961853027, 7.75, 7.690000057220459, 8.829999923706055, 8.550000190734863, 8.979999542236328, 9.149999618530273, 9.520000457763672, 9.550000190734863, 9.670000076293945, 9.8100004196167, 9.600000381469727, 10.5, 11.270000457763672, 10.989999771118164, 3.8499999046325684, 3.5899999141693115, 4.179999828338623, 4.239999771118164, 4.389999866485596, 4.610000133514404, 4.380000114440918]","[4.281157493591309, 4.281157493591309, 3.539640188217163, 6.535585403442383, 7.034014701843262, 7.038007736206055, 7.92672061920166, 7.244835376739502, 8.239243507385254, 8.078974723815918, 9.050317764282227, 7.785989761352539, 8.432123184204102, 9.456357955932617, 9.973226547241211, 9.95839786529541, 9.791465759277344, 9.973349571228027, 10.552152633666992, 10.350781440734863, 10.55226993560791, 10.520179748535156, 3.7130489349365234, 3.482142210006714, 4.300579071044922, 4.399428844451904, 4.358333587646484, 4.0191850662231445, 4.658473491668701]"
114,26_CCC(F)(F)CC(=O)O_CCCCC(=O)O,0.03313438221812248,0.908,0.033,0.135,"[3.549999952316284, 4.75]","[3.80705189704895, 4.763894557952881]",0.992,0.05,0.184,"[4.789999961853027, 4.829999923706055, 3.509999990463257, 6.230000019073486, 6.059999942779541, 6.409999847412109, 7.440000057220459, 7.539999961853027, 7.75, 7.690000057220459, 8.829999923706055, 8.550000190734863, 8.979999542236328, 9.149999618530273, 9.520000457763672, 9.550000190734863, 9.670000076293945, 9.8100004196167, 9.600000381469727, 10.5, 11.270000457763672, 10.989999771118164, 3.8499999046325684, 3.5899999141693115, 4.179999828338623, 4.239999771118164, 4.389999866485596, 4.610000133514404, 4.380000114440918]","[4.475244045257568, 4.475244045257568, 3.3707711696624756, 6.267698764801025, 6.325438022613525, 6.3461995124816895, 7.560219764709473, 7.443394660949707, 7.770800590515137, 7.719889163970947, 8.64989185333252, 8.1500244140625, 8.572640419006348, 9.34475040435791, 9.662436485290527, 9.616133689880371, 9.516181945800781, 10.005516052246094, 10.027569770812988, 10.376428604125977, 11.009709358215332, 10.989567756652832, 3.693922996520996, 3.234408140182495, 4.266509532928467, 4.297900676727295, 4.452141761779785, 4.29602575302124, 4.6888556480407715]"
115,27_CC(F)(F)CCC(=O)O_CCCCC(=O)O,0.11740384250879288,-0.396,0.117,0.25,"[4.170000076293945, 4.75]","[4.154409885406494, 4.265681266784668]",0.91,0.546,0.561,"[4.789999961853027, 4.829999923706055, 3.509999990463257, 6.230000019073486, 6.059999942779541, 6.409999847412109, 7.440000057220459, 7.539999961853027, 7.75, 7.690000057220459, 8.829999923706055, 8.550000190734863, 8.979999542236328, 9.149999618530273, 9.520000457763672, 9.550000190734863, 9.670000076293945, 9.8100004196167, 9.600000381469727, 10.5, 11.270000457763672, 10.989999771118164, 3.8499999046325684, 3.5899999141693115, 4.179999828338623, 4.239999771118164, 4.389999866485596, 4.610000133514404, 4.380000114440918]","[4.097774505615234, 4.097774505615234, 3.798772096633911, 6.711356163024902, 7.564363479614258, 7.571788787841797, 8.008298873901367, 7.207287788391113, 8.625836372375488, 8.54360580444336, 9.138240814208984, 6.924341678619385, 8.328615188598633, 9.097304344177246, 9.437806129455566, 9.432461738586426, 9.31472396850586, 9.429927825927734, 10.126799583435059, 10.209980964660645, 9.652534484863281, 9.600167274475098, 3.8750271797180176, 3.795095920562744, 4.135785102844238, 4.186463356018066, 4.140990734100342, 3.9305965900421143, 4.251181125640869]"
116,29_O=C(O)C1CC1_O=C(O)C1CC1,0.162586510181427,,0.163,0.403,[4.599999904632568],[4.196779727935791],0.909,0.557,0.565,"[4.349999904632568, 4.789999961853027, 4.829999923706055, 3.509999990463257, 6.230000019073486, 6.059999942779541, 6.409999847412109, 7.440000057220459, 7.539999961853027, 7.75, 7.690000057220459, 8.829999923706055, 8.550000190734863, 8.979999542236328, 9.149999618530273, 9.520000457763672, 9.550000190734863, 9.670000076293945, 9.8100004196167, 9.600000381469727, 10.5, 11.270000457763672, 10.989999771118164, 3.8499999046325684, 3.5899999141693115, 4.179999828338623, 4.239999771118164, 4.389999866485596, 4.610000133514404, 4.380000114440918]","[4.032390594482422, 4.096512317657471, 4.096512317657471, 3.817711353302002, 6.708750247955322, 7.565429210662842, 7.5740251541137695, 7.9395551681518555, 7.197111129760742, 8.783019065856934, 8.661473274230957, 9.085693359375, 6.9893622398376465, 8.323349952697754, 9.11965274810791, 9.394220352172852, 9.386472702026367, 9.264880180358887, 9.446953773498535, 10.10042953491211, 10.227860450744629, 9.571673393249512, 9.519623756408691, 3.875247001647949, 3.806407928466797, 4.12544059753418, 4.176865100860596, 4.129637241363525, 3.918825626373291, 4.277595043182373]"
117,30_O=C(O)C1CCCC1_O=C(O)C1CCCC1,0.23424743115901947,,0.234,0.484,[4.690000057220459],[4.2060089111328125],0.909,0.559,0.568,"[4.349999904632568, 4.789999961853027, 4.829999923706055, 3.509999990463257, 6.230000019073486, 6.059999942779541, 6.409999847412109, 7.440000057220459, 7.539999961853027, 7.75, 7.690000057220459, 8.829999923706055, 8.550000190734863, 8.979999542236328, 9.149999618530273, 9.520000457763672, 9.550000190734863, 9.670000076293945, 9.8100004196167, 9.600000381469727, 10.5, 11.270000457763672, 10.989999771118164, 3.8499999046325684, 3.5899999141693115, 4.179999828338623, 4.239999771118164, 4.389999866485596, 4.610000133514404, 4.380000114440918]","[4.029219150543213, 4.092169761657715, 4.092169761657715, 3.8075153827667236, 6.721734523773193, 7.561997890472412, 7.569957256317139, 7.971923351287842, 7.206178665161133, 8.771432876586914, 8.650856018066406, 9.111804008483887, 6.950470447540283, 8.337050437927246, 9.116349220275879, 9.385897636413574, 9.379844665527344, 9.269490242004395, 9.423582077026367, 10.11725902557373, 10.2128267288208, 9.582456588745117, 9.529799461364746, 3.873180866241455, 3.795382499694824, 4.128511428833008, 4.178610324859619, 4.131376266479492, 3.918694019317627, 4.278097629547119]"
118,31_O=C(O)C1CCCCCC1_O=C(O)C1CCCCCC1,0.7430480718612671,,0.743,0.862,[5.079999923706055],[4.2179975509643555],0.923,0.471,0.518,"[4.349999904632568, 4.789999961853027, 4.829999923706055, 3.509999990463257, 6.230000019073486, 6.059999942779541, 6.409999847412109, 7.440000057220459, 7.539999961853027, 7.75, 7.690000057220459, 8.829999923706055, 8.550000190734863, 8.979999542236328, 9.149999618530273, 9.520000457763672, 9.550000190734863, 9.670000076293945, 9.8100004196167, 9.600000381469727, 10.5, 11.270000457763672, 10.989999771118164, 3.8499999046325684, 3.5899999141693115, 4.179999828338623, 4.239999771118164, 4.389999866485596, 4.610000133514404, 4.380000114440918]","[4.003998756408691, 4.086647033691406, 4.086647033691406, 3.7701640129089355, 6.6570210456848145, 7.501666069030762, 7.512826919555664, 8.030168533325195, 7.1840338706970215, 8.436478614807129, 8.324183464050293, 9.156754493713379, 6.900034427642822, 8.299732208251953, 9.113410949707031, 9.541244506835938, 9.532466888427734, 9.364056587219238, 9.493637084960938, 10.3139009475708, 10.240952491760254, 9.852258682250977, 9.795575141906738, 3.837496757507324, 3.7274341583251953, 4.11923360824585, 4.1785430908203125, 4.12856388092041, 3.914781093597412, 4.3097028732299805]"
